,LW_IN_Consolide,LW_OUT_Consolide,LST_Calculee
2023-01-03 15:35:00+00:00,388.6,399.0,16.521120136353545
2023-01-03 15:36:00+00:00,389.0,398.5,16.427041596293748
2023-01-03 15:37:00+00:00,388.9,398.5,16.427412164073417
2023-01-03 15:38:00+00:00,389.0,398.6,16.445568242812215
2023-01-03 15:39:00+00:00,389.5,398.2,16.369586382850002
2023-01-03 15:40:00+00:00,389.7,398.4,16.405916880840266
2023-01-03 15:41:00+00:00,389.1,398.5,16.42667102709146
2023-01-03 15:42:00+00:00,389.1,398.5,16.42667102709146
2023-01-03 15:43:00+00:00,390.3,398.9,16.496313043891064
2023-01-03 15:44:00+00:00,390.7,398.9,16.494831821806883
2023-01-03 15:45:00+00:00,389.9,398.6,16.442233708844128
2023-01-03 15:46:00+00:00,386.7,398.4,16.417035728444148
2023-01-03 15:47:00+00:00,385.3,398.4,16.422224085693415
2023-01-03 15:48:00+00:00,383.8,398.1,16.372181872018132
2023-01-03 15:49:00+00:00,384.0,398.0,16.352899428352487
2023-01-03 15:50:00+00:00,383.8,398.0,16.353641132049177
2023-01-03 15:51:00+00:00,383.7,398.1,16.372552650486796
2023-01-03 15:52:00+00:00,383.6,398.2,16.391460463767885
2023-01-03 15:53:00+00:00,383.6,398.3,16.409993940351626
2023-01-03 15:54:00+00:00,383.1,398.0,16.356237050095444
2023-01-03 15:55:00+00:00,382.6,398.2,16.39516744380586
2023-01-03 15:56:00+00:00,381.8,398.2,16.39813292532682
2023-01-03 15:57:00+00:00,381.0,398.3,16.419629941929657
2023-01-03 15:58:00+00:00,380.4,398.1,16.384787540877994
2023-01-03 15:59:00+00:00,380.1,397.9,16.348819956117154
2023-01-03 16:00:00+00:00,379.6,397.9,16.35067428305763
2023-01-03 16:01:00+00:00,379.3,398.1,16.388865493022365
2023-01-03 16:02:00+00:00,378.9,398.2,16.408882032109773
2023-01-03 16:03:00+00:00,378.7,398.2,16.409623305694254
2023-01-03 16:04:00+00:00,378.8,398.3,16.427782730430465
2023-01-03 16:05:00+00:00,378.7,398.4,16.44667972853847
2023-01-03 16:06:00+00:00,378.7,398.5,16.46520260680734
2023-01-03 16:07:00+00:00,378.6,398.7,16.50260798424256
2023-01-03 16:08:00+00:00,378.4,398.9,16.54036901030696
2023-01-03 16:09:00+00:00,378.2,399.3,16.61510710196103
2023-01-03 16:10:00+00:00,378.8,399.4,16.631379018272355
2023-01-03 16:11:00+00:00,379.2,399.4,16.62989986641969
2023-01-03 16:12:00+00:00,379.1,399.4,16.630269656506357
2023-01-03 16:13:00+00:00,378.2,399.5,16.652084766319604
2023-01-03 16:14:00+00:00,377.5,399.3,16.617695999287946
2023-01-03 16:15:00+00:00,376.3,399.7,16.696069750807453
2023-01-03 16:16:00+00:00,375.4,399.6,16.680917521487686
2023-01-03 16:17:00+00:00,374.4,399.2,16.61066883081014
2023-01-03 16:18:00+00:00,373.8,399.6,16.68683086932748
2023-01-03 16:19:00+00:00,373.2,399.9,16.744467051993695
2023-01-03 16:20:00+00:00,373.0,399.6,16.689787407525614
2023-01-03 16:21:00+00:00,372.9,399.3,16.634707027127718
2023-01-03 16:22:00+00:00,373.1,399.7,16.707894230090005
2023-01-03 16:23:00+00:00,373.1,399.5,16.67093792619079
2023-01-03 16:24:00+00:00,373.1,399.7,16.707894230090005
2023-01-03 16:25:00+00:00,373.1,400.3,16.81867841120288
